file,mode,shape,bit_depth,color_type,channels,ch0_min,ch0_max,ch0_mean,ch0_std,ch0_min_norm,ch0_max_norm,ch0_mean_norm,ch0_std_norm,ch1_min,ch1_max,ch1_mean,ch1_std,ch1_min_norm,ch1_max_norm,ch1_mean_norm,ch1_std_norm,ch2_min,ch2_max,ch2_mean,ch2_std,ch2_min_norm,ch2_max_norm,ch2_mean_norm,ch2_std_norm
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f1_S36.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,10.0,0.2256560773480663,1.2243681241998516,0.0,0.0392156862745098,0.0008849257935218287,0.004801443624313144,0.0,100.0,50.61084254143646,23.501182876803053,0.0,0.39215686274509803,0.19847389231935866,0.09216150147765903
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f1_S39.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,10.0,0.2256560773480663,1.2243681241998516,0.0,0.0392156862745098,0.0008849257935218287,0.004801443624313144,0.0,96.0,47.62147586935327,23.04692296116351,0.0,0.3764705882352941,0.1867508857621697,0.09038009004377848
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f1_S41.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,10.0,0.2256560773480663,1.2243681241998516,0.0,0.0392156862745098,0.0008849257935218287,0.004801443624313144,0.0,73.0,33.87145555736107,16.312359414878728,0.0,0.28627450980392155,0.13282923747984732,0.06397003692109304
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f1_S44.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,10.0,0.2256560773480663,1.2243681241998516,0.0,0.0392156862745098,0.0008849257935218287,0.004801443624313144,0.0,99.0,48.547103509912255,22.577387303028438,0.0,0.38823529411764707,0.19038079807808728,0.08853877373736642
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f1_S47.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,10.0,0.2256560773480663,1.2243681241998516,0.0,0.0392156862745098,0.0008849257935218287,0.004801443624313144,0.0,63.0,30.689104647383814,12.436985655616827,0.0,0.24705882352941178,0.12034942998974045,0.04877249276712481
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f1_S5.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,10.0,0.2256560773480663,1.2243681241998516,0.0,0.0392156862745098,0.0008849257935218287,0.004801443624313144,0.0,69.0,32.86913999025025,13.981153334749447,0.0,0.27058823529411763,0.1288985881970598,0.05482805229313509
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f1_S8.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,10.0,0.2256560773480663,1.2243681241998516,0.0,0.0392156862745098,0.0008849257935218287,0.004801443624313144,0.0,103.0,51.94063820279493,23.461312279012457,0.0,0.403921568627451,0.20368877726586246,0.09200514619220572
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f2_S1.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,18.0,0.41431386090347744,2.234334721057418,0.0,0.07058823529411765,0.0016247602388371665,0.008762096945323207,0.0,104.0,52.89768849528762,22.42443104276277,0.0,0.40784313725490196,0.20744191566779457,0.08793894526573635
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f2_S12.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,18.0,0.41431386090347744,2.234334721057418,0.0,0.07058823529411765,0.0016247602388371665,0.008762096945323207,0.0,83.0,38.35505362365941,17.716029107296198,0.0,0.3254901960784314,0.15041197499474276,0.06947462395018117
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f2_S15.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,18.0,0.41431386090347744,2.234334721057418,0.0,0.07058823529411765,0.0016247602388371665,0.008762096945323207,0.0,83.0,39.74549073773156,17.61878300112367,0.0,0.3254901960784314,0.1558646695597316,0.06909326667107321
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f2_S18.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,18.0,0.41431386090347744,2.234334721057418,0.0,0.07058823529411765,0.0016247602388371665,0.008762096945323207,0.0,90.0,44.33555411114722,19.105440247542106,0.0,0.35294117647058826,0.17386491808293025,0.07492329508840041
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f2_S20.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,18.0,0.41431386090347744,2.234334721057418,0.0,0.07058823529411765,0.0016247602388371665,0.008762096945323207,0.0,99.0,48.99684148521287,23.10680812558803,0.0,0.38823529411764707,0.1921444764125995,0.09061493382583542
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f2_S23.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,18.0,0.41431386090347744,2.234334721057418,0.0,0.07058823529411765,0.0016247602388371665,0.008762096945323207,0.0,81.0,38.197564592135194,16.98041446197671,0.0,0.3176470588235294,0.14979437094954978,0.0665898606352028
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f2_S26.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,18.0,0.41431386090347744,2.234334721057418,0.0,0.07058823529411765,0.0016247602388371665,0.008762096945323207,0.0,83.0,37.92633856028599,19.144569748015446,0.0,0.3254901960784314,0.14873073945210194,0.0750767441098645
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f2_S29.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,18.0,0.41431386090347744,2.234334721057418,0.0,0.07058823529411765,0.0016247602388371665,0.008762096945323207,0.0,100.0,49.94906767955801,22.2827889675648,0.0,0.39215686274509803,0.19587869678258044,0.08738348614731295
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f2_S31.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,18.0,0.41431386090347744,2.234334721057418,0.0,0.07058823529411765,0.0016247602388371665,0.008762096945323207,0.0,79.0,35.45951819954501,17.08571517792814,0.0,0.30980392156862746,0.13905693411586278,0.06700280461932603
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f2_S34.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,18.0,0.41431386090347744,2.234334721057418,0.0,0.07058823529411765,0.0016247602388371665,0.008762096945323207,0.0,96.0,49.46967419564511,23.43884343937547,0.0,0.3764705882352941,0.19399872233586318,0.09191703309559009
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f2_S37.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,18.0,0.41431386090347744,2.234334721057418,0.0,0.07058823529411765,0.0016247602388371665,0.008762096945323207,0.0,103.0,52.038927933051674,23.26199142062589,0.0,0.403921568627451,0.20407422718843793,0.09122349576716035
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f2_S4.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,18.0,0.41431386090347744,2.234334721057418,0.0,0.07058823529411765,0.0016247602388371665,0.008762096945323207,0.0,82.0,38.472517874553134,17.283606758279213,0.0,0.3215686274509804,0.15087261911589464,0.0677788500324675
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f2_S42.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,18.0,0.41431386090347744,2.234334721057418,0.0,0.07058823529411765,0.0016247602388371665,0.008762096945323207,0.0,73.0,33.30007921676958,15.541584639199346,0.0,0.28627450980392155,0.130588545948116,0.06094739074195822
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f2_S45.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,18.0,0.41431386090347744,2.234334721057418,0.0,0.07058823529411765,0.0016247602388371665,0.008762096945323207,0.0,70.0,32.5208299480013,14.927551341653214,0.0,0.27450980392156865,0.1275326664627502,0.058539417026091035
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f2_S48.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,18.0,0.41431386090347744,2.234334721057418,0.0,0.07058823529411765,0.0016247602388371665,0.008762096945323207,0.0,87.0,40.098066298342545,19.330704492330334,0.0,0.3411764705882353,0.15724731881702958,0.07580668428364837
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f2_S6.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,18.0,0.41431386090347744,2.234334721057418,0.0,0.07058823529411765,0.0016247602388371665,0.008762096945323207,0.0,80.0,37.12193288917777,16.886219796430776,0.0,0.3137254901960784,0.14557620740854027,0.06622046978992462
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f2_S9.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,18.0,0.41431386090347744,2.234334721057418,0.0,0.07058823529411765,0.0016247602388371665,0.008762096945323207,0.0,74.0,33.5414466200845,15.121252176673504,0.0,0.2901960784313726,0.1315350847846451,0.05929902814381766
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f3_S10.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,31.0,0.7130017062073448,3.8542632571320565,0.0,0.12156862745098039,0.0027960851223817443,0.015114757871106103,0.0,73.0,36.926460432239196,15.821024203029685,0.0,0.28627450980392155,0.1448096487538792,0.06204323216874386
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f3_S13.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,31.0,0.7130017062073448,3.8542632571320565,0.0,0.12156862745098039,0.0027960851223817443,0.015114757871106103,0.0,103.0,52.513680126746834,23.59501919184824,0.0,0.403921568627451,0.2059360004970464,0.09252948702685584
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f3_S16.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,31.0,0.7130017062073448,3.8542632571320565,0.0,0.12156862745098039,0.0027960851223817443,0.015114757871106103,0.0,92.0,43.756032661683456,21.79092621140057,0.0,0.3607843137254902,0.17159228494777826,0.08545461259372773
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f3_S19.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,31.0,0.7130017062073448,3.8542632571320565,0.0,0.12156862745098039,0.0027960851223817443,0.015114757871106103,0.0,66.0,31.787607653558663,13.188102843784808,0.0,0.25882352941176473,0.12465728491591632,0.05171805036778356
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f3_S21.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,31.0,0.7130017062073448,3.8542632571320565,0.0,0.12156862745098039,0.0027960851223817443,0.015114757871106103,0.0,84.0,43.03372806304842,17.57020049321974,0.0,0.32941176470588235,0.16875971789430755,0.06890274703223427
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f3_S24.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,31.0,0.7130017062073448,3.8542632571320565,0.0,0.12156862745098039,0.0027960851223817443,0.015114757871106103,0.0,110.0,58.27704541761456,23.501989513894287,0.0,0.43137254901960786,0.22853743301025317,0.09216466476036975
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f3_S27.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,31.0,0.7130017062073448,3.8542632571320565,0.0,0.12156862745098039,0.0027960851223817443,0.015114757871106103,0.0,68.0,32.88158108547286,13.942196511006342,0.0,0.26666666666666666,0.12894737680577592,0.05467528043531899
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f3_S3.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,31.0,0.7130017062073448,3.8542632571320565,0.0,0.12156862745098039,0.0027960851223817443,0.015114757871106103,0.0,86.0,39.548454257393566,19.842642160950916,0.0,0.33725490196078434,0.15509197747997477,0.07781428298412124
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f3_S32.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,31.0,0.7130017062073448,3.8542632571320565,0.0,0.12156862745098039,0.0027960851223817443,0.015114757871106103,0.0,57.0,30.021642427689308,11.719205076739337,0.0,0.2235294117647059,0.11773193108897768,0.04595766696760525
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f3_S35.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,31.0,0.7130017062073448,3.8542632571320565,0.0,0.12156862745098039,0.0027960851223817443,0.015114757871106103,0.0,93.0,44.257545905102376,21.971419056034687,0.0,0.36470588235294116,0.17355900354942108,0.08616242767072427
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f3_S38.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,31.0,0.7130017062073448,3.8542632571320565,0.0,0.12156862745098039,0.0027960851223817443,0.015114757871106103,0.0,84.0,40.02374471888203,20.51123452752622,0.0,0.32941176470588235,0.1569558616426746,0.08043621383343616
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f3_S40.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,31.0,0.7130017062073448,3.8542632571320565,0.0,0.12156862745098039,0.0027960851223817443,0.015114757871106103,0.0,81.0,37.677496343841405,19.204679370014393,0.0,0.3176470588235294,0.14775488762290748,0.07531246811770351
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f3_S43.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,31.0,0.7130017062073448,3.8542632571320565,0.0,0.12156862745098039,0.0027960851223817443,0.015114757871106103,0.0,73.0,33.63812154696133,14.82687354710515,0.0,0.28627450980392155,0.1319142021449464,0.05814460214551039
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f3_S46.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,31.0,0.7130017062073448,3.8542632571320565,0.0,0.12156862745098039,0.0027960851223817443,0.015114757871106103,0.0,77.0,34.96674926876828,16.01159747901147,0.0,0.30196078431372547,0.1371245069363462,0.0627905783490646
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f3_S49.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,31.0,0.7130017062073448,3.8542632571320565,0.0,0.12156862745098039,0.0027960851223817443,0.015114757871106103,0.0,83.0,40.30784855378616,17.38105863774354,0.0,0.3254901960784314,0.15806999432857316,0.06816101426566094
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B10_Ant1_f3_S7.png,RGB,"[272, 362, 3]",8,2,3,0.0,16.0,0.3442984237894053,1.7949192864053518,0.0,0.06274509803921569,0.001350189897213354,0.007038899162373929,0.0,31.0,0.7130017062073448,3.8542632571320565,0.0,0.12156862745098039,0.0027960851223817443,0.015114757871106103,0.0,106.0,54.919117647058826,23.142212312280478,0.0,0.41568627450980394,0.2153690888119954,0.09075377377364893
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B11_Ant1_f1_S0.png,RGB,"[250, 422, 3]",8,2,3,0.0,16.0,0.30733649289099524,1.6041147373439357,0.0,0.06274509803921569,0.0012052411485921383,0.006290646028799748,0.0,10.0,0.2059526066350711,1.085532004296062,0.0,0.0392156862745098,0.0008076572809218475,0.0042569882521414195,0.0,95.0,45.15732701421801,20.372132877380082,0.0,0.37254901960784315,0.177087556918502,0.0798907171661964
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B11_Ant1_f1_S11.png,RGB,"[250, 422, 3]",8,2,3,0.0,16.0,0.30733649289099524,1.6041147373439357,0.0,0.06274509803921569,0.0012052411485921383,0.006290646028799748,0.0,10.0,0.2059526066350711,1.085532004296062,0.0,0.0392156862745098,0.0008076572809218475,0.0042569882521414195,0.0,73.0,35.21670142180095,14.962652960680188,0.0,0.28627450980392155,0.13810471145804293,0.058677070434039955
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B11_Ant1_f1_S14.png,RGB,"[250, 422, 3]",8,2,3,0.0,16.0,0.30733649289099524,1.6041147373439357,0.0,0.06274509803921569,0.0012052411485921383,0.006290646028799748,0.0,10.0,0.2059526066350711,1.085532004296062,0.0,0.0392156862745098,0.0008076572809218475,0.0042569882521414195,0.0,119.0,62.43064454976303,26.76355191577786,0.0,0.4666666666666667,0.24482605705789423,0.10495510555207004
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B11_Ant1_f1_S17.png,RGB,"[250, 422, 3]",8,2,3,0.0,16.0,0.30733649289099524,1.6041147373439357,0.0,0.06274509803921569,0.0012052411485921383,0.006290646028799748,0.0,10.0,0.2059526066350711,1.085532004296062,0.0,0.0392156862745098,0.0008076572809218475,0.0042569882521414195,0.0,116.0,59.43501421800948,27.537294565988425,0.0,0.4549019607843137,0.23307848712944892,0.10798939045485657
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B11_Ant1_f1_S2.png,RGB,"[250, 422, 3]",8,2,3,0.0,16.0,0.30733649289099524,1.6041147373439357,0.0,0.06274509803921569,0.0012052411485921383,0.006290646028799748,0.0,10.0,0.2059526066350711,1.085532004296062,0.0,0.0392156862745098,0.0008076572809218475,0.0042569882521414195,0.0,92.0,41.73765876777251,21.638723447406125,0.0,0.3607843137254902,0.163677093206951,0.08485773900943579
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B11_Ant1_f1_S22.png,RGB,"[250, 422, 3]",8,2,3,0.0,16.0,0.30733649289099524,1.6041147373439357,0.0,0.06274509803921569,0.0012052411485921383,0.006290646028799748,0.0,10.0,0.2059526066350711,1.085532004296062,0.0,0.0392156862745098,0.0008076572809218475,0.0042569882521414195,0.0,112.0,56.6483317535545,27.87455136508266,0.0,0.4392156862745098,0.22215032060217452,0.10931196613757906
/auto/home/artashes/data/train/Inputs/Task_2_ICASSP/B11_Ant1_f1_S25.png,RGB,"[250, 422, 3]",8,2,3,0.0,16.0,0.30733649289099524,1.6041147373439357,0.0,0.06274509803921569,0.0012052411485921383,0.006290646028799748,0.0,10.0,0.2059526066350711,1.085532004296062,0.0,0.0392156862745098,0.0008076572809218475,0.0042569882521414195,0.0,80.0,41.505270142180095,16.433424518946566,0.0,0.3137254901960784,0.16276576526345135,0.06444480203508457
